Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),Continente,Intervalo,Share_Cafe,Share_Banano,Share_Cardamomo,Share_Azucar,Share_Textiles,Share_Hortalizas,Share_Pescado,Share_Lacteos,Share_Carne,Share_Plasticos,Arancel_Ajustado,Share_Total_Ponderado,Demanda_Ajustada,Revealed Comparative Advantage,MFN SpecificDuty Imports (log),TLC_Con_GT,Arancel_Especifico_GT,Mercado_Atractivo
Bulgaria,1997,4274636.86,4580429.39,-1.41,7.18,8.2,56.74,56.74,37.46,1.53,4.27,702.19,0.0,798136.83,3423462.1,367038.4,12.89,12.82,385600.0,77.83,17.49,18.77,40.91,3000.0,3739451.2,3790500.5,0.0,Europa,1997-1999,0.0002030670750356,0.000108302440019,1.3537805002377824e-05,6.768902501188912e-05,0.0001624536600285,5.41512200095113e-05,0.0001353780500237,9.476463501664478e-05,8.122683001426694e-05,0.0001624536600285,1053.285,0.0001227878913715,0.5334622671992355,0,15.134449688074616,0,842.628,0
Bahrain,1997,1954798.76,2010585.25,4.846360655737705,6.14,6.17,59.25,59.25,32.74,3.57,4.45,218.87,0.0,1240608.91,1863855.07,83870.73,13.01,7.61,130051.0,78.53,17.52,41.42,61.99,3000.0,1947130.79,1947725.8,0.0,Asia,1997-1999,2.9712182786379632e-05,2.3769746229103703e-05,0.0001188487311455,3.565461934365555e-05,0.0001069638580309,1.7827309671827776e-05,7.13092386873111e-05,1.1884873114551851e-05,2.3769746229103703e-05,8.91365483591389e-05,328.305,5.06295594679909e-05,0.30912086205900413,0,14.481867970815482,0,262.644,0
"Bahamas, The",1997,2309412.36,739582.05,3.7175375,6.23,12.66,38.44,38.44,55.17,0.86,5.53,541.43,0.0,6115.39,483295.78,375269.6,13.08,13.75,88682.0,77.27,18.29,47.1,73.84,3000.0,857993.62,858565.37,0.0,América,1997-1999,1.7487124849941367e-05,2.623068727491205e-05,4.371781212485342e-06,2.1858906062426716e-05,3.278835909364006e-05,1.53012342436987e-05,1.0929453031213356e-05,1.3115343637456026e-05,1.967301545618404e-05,2.1858906062426716e-05,812.145,1.925769624099793e-05,0.017515506415454248,0,13.66235310805417,0,649.7159999999999,0
Bosnia and Herzegovina,1997,2617383.09,708773.85,3.511804733727811,5.81,7.56,57.6,57.6,27.93,2.54,11.93,238.15,0.0,43831.61,204609.08,23508.81,13.69,14.99,101830.0,78.05,17.5,39.04,73.87,3000.0,227720.31,228117.89,0.0,Europa,1997-1999,3.1422519664967225e-05,1.6758677154649188e-05,2.0948346443311485e-06,1.0474173221655744e-05,2.513801573197378e-05,8.379338577324594e-06,2.0948346443311488e-05,1.4663842510318042e-05,1.256900786598689e-05,2.513801573197378e-05,357.225,1.900015022408352e-05,0.037593159675907706,0,12.3358778357272,0,285.78,0
Belarus,1997,8071999.05,6456342.7,3.511804733727811,4.97,6.33,59.29,59.29,37.47,1.79,1.45,238.15,0.0,777957.45,1856058.07,94639.24,12.28,10.54,273882.0,78.17,17.82,25.08,43.17,3000.0,1949441.98,1950697.3,0.0,Europa,1997-1999,0.0002862331270468,0.0001526576677583,1.908220846978837e-05,9.541104234894184e-05,0.0002289865016374,7.632883387915346e-05,0.0001908220846978,0.0001335754592885,0.0001144932508187,0.0002289865016374,357.225,0.0001730756308209,3.1193679547725948,0,14.48305423845178,0,285.78,0
Belize,1997,338482.29,262126.18,5.8,7.59,6.41,43.82,43.82,42.24,0.7,13.23,223.78,0.0,2000.61,223806.2,24330.74,12.66,19.34,76373.0,74.85,20.15,58.24,109.2,1465.9,248064.13,248136.94,0.0,América,1997-1999,6.1978697780702e-06,9.2968046671053e-06,1.54946744451755e-06,7.74733722258775e-06,1.1621005833881624e-05,5.423136055811426e-06,3.873668611293875e-06,4.64840233355265e-06,6.972603500328975e-06,7.74733722258775e-06,179.024,6.825404093099808e-06,0.009938214359644364,0,12.42144661163601,1,179.024,0
Bolivia,1997,2401308.72,986141.07,7.8,10.31,6.6,67.34,67.34,26.25,2.13,4.29,1281.42,0.0,3847.57,851231.87,160786.74,14.76,11.27,115717.0,76.63,18.87,43.73,83.69,3000.0,1006251.26,1012018.61,0.0,América,1997-1999,2.3316915291203684e-05,3.4975372936805525e-05,5.829228822800921e-06,2.914614411400461e-05,4.371921617100691e-05,2.0402300879803225e-05,1.4573072057002305e-05,1.7487686468402762e-05,2.6231529702604144e-05,2.914614411400461e-05,1922.13,2.567775296443806e-05,0.01316701771775523,0,13.82174335367512,0,1537.704,0
Brazil,1997,58880639.4,53355539.07,7.1,10.23,12.15,74.79,74.79,20.84,1.65,2.72,2324.35,0.0,26944683.74,51522079.06,394654.02,12.33,13.84,504975.0,77.4,18.07,8.98,18.63,3000.0,51668739.11,51916733.08,0.0,América,1997-1999,0.0012615706034956,0.0018923559052434,0.0003153926508739,0.0015769632543695,0.0023654448815542,0.0011038742780586,0.0007884816271847,0.0009461779526217,0.0014192669289325,0.0015769632543695,3486.5249999999996,0.0013893046270995,21.254929301249213,1,17.760363516571466,0,2789.22,0
Barbados,1997,855377.49,225984.89,3.7175375,9.22,5.38,30.19,30.19,63.05,1.01,5.75,372.9,0.0,9151.67,63976.03,71735.67,13.88,20.52,93254.0,76.76,18.59,47.87,84.8,3000.0,133237.33,135711.7,0.0,América,1997-1999,5.343323280534279e-06,8.014984920801418e-06,1.3358308201335697e-06,6.6791541006678485e-06,1.0018731151001772e-05,4.675407870467494e-06,3.3395770503339243e-06,4.007492460400709e-06,6.011238690601063e-06,6.6791541006678485e-06,559.3499999999999,5.884334762688375e-06,0.0023731074222705607,0,11.799894758455428,0,447.47999999999996,0
Brunei,1997,3504439.07,2900918.88,4.846360655737705,5.47,2.43,56.2,56.2,38.01,1.33,4.47,342.96,0.0,904141.72,2757860.68,99352.82,12.72,7.9,89529.0,78.87,17.49,44.29,61.18,1296.9,2857169.09,2857213.5,0.0,Asia,1997-1999,4.286942421915195e-05,3.429553937532156e-05,0.0001714776968766,5.1443309062982335e-05,0.0001543299271889,2.5721654531491167e-05,0.0001028866181259,1.7147769687660778e-05,3.429553937532156e-05,0.0001286082726574,514.4399999999999,7.304949886943492e-05,0.41112577689912005,0,14.865342213917527,0,411.55199999999996,0
Bhutan,1997,43398.94,23698.88,4.846360655737705,11.16,21.43,29.7,29.7,67.98,0.93,1.39,190.0,0.0,1.27,14187.89,2617.73,12.84,10.13,23332.0,74.8,20.59,65.89,183.76,813.0,16762.44,16805.62,0.0,Asia,1997-1999,3.502191485750115e-07,2.801753188600092e-07,1.400876594300046e-06,4.202629782900138e-07,1.2607889348700413e-06,2.101314891450069e-07,8.405259565800275e-07,1.400876594300046e-07,2.801753188600092e-07,1.0506574457250344e-06,285.0,5.967734291718196e-07,4.945056603192815e-05,0,9.72695560357171,0,228.0,0
Central African Republic,1997,98659.34,182363.24,-22.94,5.18,0.76,37.56,37.56,56.33,0.3,5.81,350.0,0.0,73.44,52905.67,117162.16,12.24,11.55,36533.0,73.04,22.47,44.19,79.56,1511.4,169827.4,170067.83,0.0,África,1997-1999,1.077976657870422e-06,5.389883289352109e-07,5.38988328935211e-08,1.077976657870422e-06,5.3898832893521104e-06,5.389883289352109e-07,6.467859947222531e-07,1.077976657870422e-07,1.6169649868056329e-07,8.084824934028164e-06,525.0,1.2224255300250584e-06,0.0004238127002168953,0,12.042543794468545,0,420.0,0
Canada,1997,192281112.07,219040571.5,7.46,8.82,10.78,72.76,72.76,21.6,1.48,4.15,2324.35,0.0,110943409.64,196485928.28,11177893.53,12.52,12.61,547330.0,77.22,18.18,7.17,15.03,3000.0,206227159.25,207663821.81,0.0,América,1997-1999,0.0051791276181229,0.0077686914271844,0.0012947819045307,0.0064739095226537,0.0097108642839805,0.0045317366658576,0.0032369547613268,0.0038843457135922,0.0058265185703883,0.0064739095226537,3486.5249999999996,0.0057035142894579,358.21994954051223,0,19.14448883886532,0,2789.22,0
Switzerland,1997,84151586.85,88850216.82,-1.53,8.59,7.3,67.63,67.63,28.05,1.66,2.67,1436.8,0.0,57079981.18,81449419.05,832003.88,12.25,9.59,547479.0,77.35,18.15,5.78,11.69,3000.0,81393946.67,82281422.93,0.0,Europa,1997-1999,0.0039390528943231,0.0021008282103056,0.0002626035262882,0.001313017631441,0.0031512423154585,0.0010504141051528,0.002626035262882,0.0018382246840174,0.0015756211577292,0.0031512423154585,2155.2,0.002381813983434,98.14705911001707,0,18.21481147526005,0,1724.1599999999999,0
Chile,1997,17803742.68,17471634.78,3.8,11.03,6.85,76.0,76.0,18.38,1.04,4.58,2324.35,0.0,7719229.32,16933825.05,272610.51,13.27,9.99,408787.0,77.67,17.54,16.98,37.16,3000.0,17184414.5,17206435.56,0.0,América,1997-1999,0.0004131098892008,0.0006196648338012,0.0001032774723002,0.000516387361501,0.0007745810422515,0.0003614711530507,0.0002581936807505,0.0003098324169006,0.0004647486253509,0.000516387361501,3486.5249999999996,0.0004549372654824,2.2791228020789513,0,16.659513455467682,0,2789.22,0
China,1997,160650279.68,279015031.46,1.27,9.8,13.16,71.39,71.39,23.65,2.62,2.34,2324.35,0.0,240508745.51,278542008.22,1160701.91,12.42,14.73,555647.0,77.28,18.17,4.64,9.51,3000.0,278311683.45,279702710.13,0.0,Asia,1997-1999,0.0041232499914574,0.0032985999931659,0.0164929999658298,0.0049478999897489,0.0148436999692468,0.0024739499948744,0.0098957999794978,0.0016492999965829,0.0032985999931659,0.0123697499743723,3486.5249999999996,0.0070260179854435,562.1076922020757,0,19.444252210702803,0,2789.22,0
Cote d'Ivoire,1997,2924814.73,4416535.0,2.55,9.1,4.67,29.66,29.66,63.61,0.88,5.85,601.24,0.0,732299.01,3203612.24,578171.01,13.42,12.5,197635.0,77.17,17.99,43.38,87.83,3000.0,3779472.18,3781783.24,0.0,África,1997-1999,2.610680550898166e-05,1.305340275449083e-05,1.305340275449083e-06,2.610680550898166e-05,0.0001305340275449,1.305340275449083e-05,1.5664083305388996e-05,2.610680550898166e-06,3.916020826347249e-06,0.0001958010413173,901.86,2.96051174471852e-05,0.144819836280934,0,15.145095187512448,0,721.4879999999999,0
Cameroon,1997,1287039.21,2367738.16,11.47,7.7,3.73,42.76,42.76,49.92,0.44,6.88,1511.4,0.0,340608.25,2041043.95,227587.74,13.45,7.94,177745.0,77.57,17.9,46.84,84.12,3000.0,2264610.49,2268631.7,0.0,África,1997-1999,1.3996057914024026e-05,6.998028957012013e-06,6.998028957012013e-07,1.3996057914024026e-05,6.998028957012012e-05,6.998028957012013e-06,8.397634748414416e-06,1.3996057914024023e-06,2.099408687103604e-06,0.0001049704343551,2267.1000000000004,1.5871529674503244e-05,0.01656876966090283,0,14.632913774592913,0,1813.68,0
"Congo, Rep.",1997,751188.51,2476538.07,4.154359526372444,4.29,2.76,18.3,18.3,72.07,1.52,8.11,1511.4,0.0,1678414.44,1918608.49,489759.99,11.2,6.15,56116.0,72.92,22.93,36.9,58.56,3000.0,2407961.82,2408368.48,0.0,África,1997-1999,1.4639190616417353e-05,7.3195953082086756e-06,7.319595308208676e-07,1.4639190616417353e-05,7.319595308208676e-05,7.3195953082086756e-06,8.78351436985041e-06,1.4639190616417351e-06,2.1958785924626027e-06,0.0001097939296231,2267.1000000000004,1.6600842159017277e-05,0.01812645721126373,0,14.694291645092312,0,1813.68,0
Colombia,1997,13837375.07,12311022.56,6.03,9.96,8.86,78.48,78.48,18.44,0.6,2.48,1511.4,0.0,4413414.4,11227228.44,319498.4,12.95,14.45,383846.0,78.11,17.44,18.73,37.6,3000.0,11525959.51,11546726.85,0.0,América,1997-1999,0.0002910892557994,0.0004366338836992,7.277231394987371e-05,0.0003638615697493,0.000545792354624,0.0002547030988245,0.0001819307848746,0.0002183169418496,0.0003274754127744,0.0003638615697493,1209.1200000000001,0.0003205620429491,3.261202643230472,1,16.26011248480595,1,1209.1200000000001,0
Comoros,1997,153386.82,13752.4,-1.43,5.28,3.03,33.09,33.09,66.54,0.37,0.0,50.0,0.0,4.23,4908.46,5914.36,11.33,11.38,9046.0,74.62,21.4,46.69,85.66,601.24,10822.81,10822.81,0.0,África,1997-1999,8.12925137198549e-08,4.0646256859927443e-08,4.0646256859927445e-09,8.12925137198549e-08,4.064625685992745e-07,4.0646256859927443e-08,4.8775508231912944e-08,8.129251371985489e-09,1.2193877057978234e-08,6.096938528989117e-07,75.0,9.218571055831545e-08,1.6681246919502333e-05,0,9.289503616111933,0,60.0,0
Cape Verde,1997,227828.39,32077.76,4.154359526372444,5.38,2.59,19.04,19.04,69.93,1.09,9.95,59.74,0.0,29.38,6707.46,16174.4,12.92,13.79,41981.0,76.57,18.46,63.71,98.52,3000.0,22645.9,22881.86,0.0,África,1997-1999,1.896164847519133e-07,9.480824237595667e-08,9.480824237595666e-09,1.896164847519133e-07,9.480824237595666e-07,9.480824237595667e-08,1.13769890851148e-07,1.896164847519133e-08,2.8442472712787e-08,1.4221236356393498e-06,89.61,2.150250937086697e-07,7.612320218479434e-05,0,10.0277782562021,0,71.688,0
Costa Rica,1997,3942872.88,4694907.71,12.55,8.61,13.55,70.16,70.16,26.24,0.41,3.19,702.19,0.0,610458.92,4497215.29,71181.93,13.59,20.11,326105.0,77.76,17.43,25.74,57.5,3000.0,4541487.13,4568397.22,0.0,América,1997-1999,0.0001110092345855,0.0001665138518783,2.7752308646390995e-05,0.0001387615432319,0.0002081423148479,9.71330802623685e-05,6.93807716159775e-05,8.325692593917298e-05,0.0001248853889087,0.0001387615432319,561.7520000000001,0.0001222489195873,1.0198940121218312,1,15.328765298247092,1,561.7520000000001,0
Cuba,1997,2546871.15,1732478.75,3.7175375,8.23,19.66,63.46,63.46,22.68,2.04,11.83,418.11,0.0,25742.2,1288173.11,22191.87,13.35,24.18,113959.0,75.45,19.39,35.08,70.93,3000.0,1310264.83,1310364.98,0.0,América,1997-1999,4.096377433865568e-05,6.144566150798351e-05,1.024094358466392e-05,5.12047179233196e-05,7.680707688497939e-05,3.584330254632372e-05,2.56023589616598e-05,3.072283075399176e-05,4.608424613098764e-05,5.12047179233196e-05,334.48800000000006,4.511135649044456e-05,0.23295756183043734,0,14.085740598255237,1,334.48800000000006,0
Cyprus,1997,4478095.87,820776.15,-3.63,6.61,8.35,45.03,45.03,42.74,2.55,9.69,543.42,0.0,72237.8,452189.88,198152.89,13.81,14.58,252277.0,77.56,17.55,27.78,59.35,3000.0,649234.08,650342.77,0.0,Asia,1997-1999,1.2129329505178133e-05,9.703463604142504e-06,4.851731802071252e-05,1.4555195406213756e-05,4.366558621864127e-05,7.277597703106878e-06,2.9110390812427512e-05,4.851731802071252e-06,9.703463604142504e-06,3.638798851553439e-05,815.1299999999999,2.066837747682353e-05,0.020786040572180822,0,13.383550148898989,0,652.1039999999999,0
Czech Republic,1997,25951950.75,21383836.4,-0.97,5.54,6.68,49.01,49.01,46.9,1.54,2.54,1281.42,0.0,6784587.64,16371224.7,1499102.11,12.35,12.2,491114.0,77.68,17.84,11.08,22.75,3000.0,17448400.21,17870326.81,0.0,Europa,1997-1999,0.0009480231526479,0.0005056123480789,6.320154350986492e-05,0.0003160077175493,0.0007584185221183,0.0002528061740394,0.0006320154350986,0.000442410804569,0.0003792092610591,0.0007584185221183,1922.13,0.0005732379996344,6.373998430914846,0,16.674758581211794,0,1537.704,0
Germany,1997,426409021.2,478380666.81,-1.45,10.45,10.74,71.92,71.92,24.31,1.65,2.12,3000.0,0.0,164615305.67,186946587.21,323100.35,12.42,11.63,564486.0,77.17,18.26,3.08,6.37,3000.0,184324928.91,187269687.56,0.0,Europa,1997-1999,0.0212083528620269,0.0113111215264143,0.0014138901908017,0.0070694509540089,0.0169666822896215,0.0056555607632071,0.0141389019080179,0.0098972313356125,0.0084833411448107,0.0169666822896215,4500.0,0.0128239840305722,1362.9740128206888,0,19.03221068158765,0,3600.0,0
Djibouti,1997,310547.69,19553.48,4.154359526372444,2.42,0.52,9.44,9.44,76.54,2.62,11.4,154.28,0.0,13995.33,14657.86,36431.82,13.13,7.48,24249.0,74.83,19.44,76.93,105.11,688.33,51087.68,51089.68,0.0,África,1997-1999,1.1558357386135573e-07,5.7791786930677865e-08,5.7791786930677855e-09,1.1558357386135573e-07,5.779178693067786e-07,5.7791786930677865e-08,6.935014431681343e-08,1.1558357386135573e-08,1.7337536079203358e-08,8.668768039601678e-07,231.42000000000002,1.310717727587774e-07,1.1027060008619304e-05,0,10.841318225232408,0,185.136,0
Dominica,1997,190227.18,93910.08,1.26,7.89,3.73,37.65,37.65,55.03,0.67,6.65,238.7,0.0,606.24,18755.08,41091.04,12.26,19.85,89441.0,78.59,17.28,34.66,72.49,3000.0,58813.68,59846.11,0.0,América,1997-1999,2.220466672532117e-06,3.3307000087981754e-06,5.551166681330293e-07,2.7755833406651465e-06,4.163375010997719e-06,1.9429083384656026e-06,1.3877916703325732e-06,1.6653500043990875e-06,2.498025006598632e-06,2.7755833406651465e-06,358.04999999999995,2.445288923125994e-06,0.0006395690806123825,0,10.982146762590826,0,286.44,0
Denmark,1997,42412087.82,41726201.49,1.57,8.96,11.94,66.86,66.86,29.57,1.28,2.28,3000.0,0.0,7786501.32,13239996.86,241188.72,12.81,14.46,499641.0,77.7,17.77,7.68,15.54,3000.0,13299701.51,13481185.57,0.0,Europa,1997-1999,0.0018498740985772,0.0009865995192412,0.0001233249399051,0.0006166246995257,0.0014798992788618,0.0004932997596206,0.0012332493990515,0.000863274579336,0.0007399496394309,0.0014798992788618,4500.0,0.0011185572049397,10.369505290247755,0,16.40325222527265,0,3600.0,0
Dominican Republic,1997,6175058.23,5055973.16,3.7175375,6.5,12.43,38.26,38.26,51.74,0.55,9.45,1511.4,0.0,686063.03,4702354.72,202304.31,14.34,21.01,201622.0,78.84,16.48,32.55,71.23,3000.0,4841584.58,4904659.03,0.0,América,1997-1999,0.0001195464842431,0.0001793197263647,2.9886621060797986e-05,0.0001494331053039,0.0002241496579559,0.0001046031737127,7.471655265199496e-05,8.965986318239395e-05,0.0001344897947735,0.0001494331053039,1209.1200000000001,0.0001316505657728,0.5500460508429671,0,15.392752824217476,1,1209.1200000000001,0
Algeria,1997,7523294.82,15156530.17,-2.32,4.04,2.03,22.15,22.15,66.93,2.93,7.99,357.67,0.0,5296880.19,10093915.81,3001819.79,11.44,5.06,100018.0,75.94,19.7,39.57,67.07,1511.4,13093712.9,13095735.6,0.0,África,1997-1999,8.959253925061224e-05,4.479626962530612e-05,4.479626962530612e-06,8.959253925061224e-05,0.000447962696253,4.479626962530612e-05,5.375552355036735e-05,8.959253925061225e-06,1.3438880887591835e-05,0.0006719440443795,536.505,0.0001015979395101,2.864851927693074,0,16.387642818042313,0,429.204,0
Ecuador,1997,4735122.06,6103980.55,9.92,9.66,12.31,67.89,67.89,27.34,0.91,3.86,601.24,0.0,1841996.91,5675251.94,125854.57,14.39,15.76,255433.0,77.7,17.18,28.38,65.75,3000.0,5791804.88,5801106.51,0.0,América,1997-1999,0.0001443262041844,0.0002164893062766,3.608155104611576e-05,0.0001804077552305,0.0002706116328458,0.0001262854286614,9.020387761528942e-05,0.0001082446531383,0.0001623669797075,0.0001804077552305,480.992,0.0001589392323581,2.012817604744006,0,15.571954697292671,1,480.992,0
Eritrea,1997,209237.32,49840.12,4.154359526372444,2.7,0.1,10.99,10.99,79.12,1.26,8.63,60.0,0.0,192.89,985.73,47374.35,11.27,8.69,16200.0,73.12,22.34,43.96,71.59,1511.4,48360.08,48360.08,0.0,África,1997-1999,2.946124777420098e-07,1.473062388710049e-07,1.4730623887100488e-08,2.946124777420098e-07,1.473062388710049e-06,1.473062388710049e-07,1.7676748664520585e-07,2.9461247774200976e-08,4.419187166130146e-08,2.209593583065073e-06,90.0,3.340905497594391e-07,0.00018297926473490568,0,10.786450636985563,0,72.0,0
Spain,1997,114354825.46,97108621.76,0.5,11.06,10.65,76.6,76.6,19.47,1.74,2.18,2324.35,0.0,16856920.1,25478721.37,166431.7,12.49,12.48,540167.0,77.46,17.99,5.28,10.83,3000.0,25414026.06,25645153.07,0.0,Europa,1997-1999,0.0043051779871555,0.0022960949264829,0.0002870118658103,0.0014350593290518,0.0034441423897244,0.0011480474632414,0.0028701186581036,0.0020090830606725,0.0017220711948622,0.0034441423897244,3486.5249999999996,0.0026031976229,72.48490930637838,0,17.0508118260135,0,2789.22,0
Estonia,1997,3808812.6,2817741.08,17.32,4.34,5.49,50.52,50.52,46.28,0.78,2.42,362.2,0.0,383923.91,2404874.52,216945.98,13.09,11.8,375465.0,78.18,17.35,23.87,46.79,3000.0,2596740.51,2621820.49,0.0,Europa,1997-1999,0.000124920698608,6.66243725909365e-05,8.328046573867063e-06,4.1640232869335314e-05,9.993655888640474e-05,3.331218629546825e-05,8.328046573867063e-05,5.829632601706944e-05,4.996827944320237e-05,9.993655888640474e-05,543.3,7.553538242497423e-05,0.39103279451104156,0,14.76976795161326,0,434.64,0
Finland,1997,31442807.07,38403702.86,0.23,6.73,7.05,63.94,63.94,33.99,1.03,1.04,1367.63,0.0,8400334.68,16086951.55,63547.0,12.74,9.41,480599.0,77.85,17.55,9.79,20.38,3000.0,15962646.14,16150498.55,0.0,Europa,1997-1999,0.0017025756640512,0.0009080403541606,0.00011350504427,0.0005675252213504,0.0013620605312409,0.0004540201770803,0.0011350504427008,0.0007945353098905,0.0006810302656204,0.0013620605312409,2051.445,0.0010294907515296,19.263004328428213,0,16.585761997134792,0,1641.1560000000002,0
Fiji,1997,818383.56,548865.82,4.073670212765958,8.64,12.22,36.02,36.02,55.97,1.66,6.35,1296.9,0.0,53831.22,445134.42,90272.27,16.88,20.96,96758.0,77.76,17.26,56.32,110.15,3000.0,535396.0,535406.7,0.0,Oceanía,1997-1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.3500000000001,0.0,0.0,0,13.190763806765428,0,1556.28,0
France,1997,264648349.66,274872508.67,-1.53,11.24,10.81,73.04,73.04,22.65,1.6,2.71,2324.35,0.0,55944903.33,82813215.69,85667.85,12.51,11.96,561379.0,77.19,18.22,3.92,8.13,3000.0,81704589.82,82898883.54,0.0,Europa,1997-1999,0.0121860968897793,0.0064992516745489,0.0008124064593186,0.0040620322965931,0.0097488775118234,0.0032496258372744,0.0081240645931862,0.0056868452152303,0.0048744387559117,0.0097488775118234,3486.5249999999996,0.0073685265860199,580.7572384143142,0,18.21862074943884,0,2789.22,0
"Micronesia, Fed. Sts.",1997,64202.88,49032.87,4.073670212765958,9.37,7.89,78.68,78.68,20.59,0.0,0.74,34.0,0.0,0.0,30617.3,993.34,15.61,15.85,10311.0,75.6,19.96,79.04,89.34,218.87,31545.47,31610.64,0.0,Oceanía,1997-1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0,10.35921697581426,0,40.8,0
Gabon,1997,1088640.59,3454977.94,4.82,6.4,3.26,23.07,23.07,74.68,0.33,1.92,100.0,0.0,2773209.85,3593032.87,686547.21,10.91,4.69,73779.0,74.49,21.71,41.22,50.11,3000.0,4278562.85,4279580.08,0.0,África,1997-1999,2.0422896482740905e-05,1.0211448241370453e-05,1.021144824137045e-06,2.0422896482740905e-05,0.0001021144824137,1.0211448241370453e-05,1.2253737889644544e-05,2.04228964827409e-06,3.063434472411136e-06,0.0001531717236205,150.0,2.315956461142819e-05,0.5299058598178085,0,15.269127962183374,0,120.0,0
United Kingdom,1997,287212087.26,249904315.23,3.89,10.29,10.59,70.88,70.88,25.16,1.58,2.37,3000.0,0.0,74409284.3,98871686.41,84236.91,12.36,11.54,557017.0,77.23,18.24,3.81,7.75,3000.0,97832309.21,98955923.32,0.0,Europa,1997-1999,0.0110791661679883,0.0059088886229271,0.0007386110778658,0.0036930553893294,0.0088633329343906,0.0029544443114635,0.0073861107786588,0.0051702775450612,0.0044316664671953,0.0088633329343906,4500.0,0.0066992024762436,371.95281213347636,0,18.39876545069021,0,3600.0,0
Georgia,1997,1181958.56,405543.42,17.1,8.88,9.86,74.5,74.5,20.3,0.42,4.78,238.7,0.0,28477.64,255768.37,55890.83,11.58,13.87,124761.0,76.14,19.21,43.25,85.04,1511.4,311475.84,311659.2,0.0,Asia,1997-1999,5.9930710338462525e-06,4.794456827077002e-06,2.397228413538501e-05,7.191685240615502e-06,2.1575055721846505e-05,3.595842620307751e-06,1.4383370481231005e-05,2.397228413538501e-06,4.794456827077002e-06,1.7979213101538757e-05,358.04999999999995,1.0212193041674012e-05,0.01153457092834057,0,12.649080264525807,0,286.44,0
